Mindat_id,Deposit_type,age_category,Latitude,Longitude,macrostrat_class,macrostrat_status,glim_level1_code,glim_level1_description,glim_model_class,glim_status,glim_assignment_confidence,agreement_status,glim_overlap_ambiguous,lithology_C_class,lithology_C_status,lithology_C_source,lithology_C_confidence,lithology_C_reason
10915.0,VMS,Precambrian,65.141854,19.157208,siliciclastic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
10917.0,VMS,Precambrian,65.09996,19.102939,felsic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
10918.0,VMS,Precambrian,65.089900871547,14.45798134795,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11127.0,Magmatic sulfide,Precambrian,46.58,-80.795,siliciclastic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11182.0,VMS,Precambrian,54.763888888889,-101.88361111111,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11307.0,Porphyry,Paleozoic,48.9705555556,-65.5202777778,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
11434.0,VMS,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
11459.0,Porphyry,Unknown,34.4822222222,-111.856944444,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11508.0,VMS,Precambrian,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
11605.0,VMS,Paleozoic,31.364692687987,-8.0559644848108,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
11726.0,IOCG,Precambrian,-30.44,136.872777778,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11734.0,VMS,Cenozoic,40.1669444444,140.832777778,volcanic,resolved,py,Pyroclastics,volcanic,resolved,medium,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11777.0,VMS,Paleozoic,47.2908333333,-66.0805555556,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11803.0,VMS,Paleozoic,-41.8402208296,145.516600589,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11824.0,VMS,Mesozoic,55.4333333333,-129.816666667,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11886.0,VMS,Precambrian,-25.453766666667,118.57144444444,metamorphic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11952.0,Magmatic sulfide,Unknown,-25.541142,27.184777,mafic,resolved,pb,Basic plutonic rocks,mafic,resolved,high,both_resolved_agree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
11973.0,Porphyry,Cenozoic,18.8808333333,-101.640833333,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
12048.0,VMS,Precambrian,60.194208643377,23.363960814819,siliciclastic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
12053.0,VMS,Precambrian,61.71,23.25,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
12054.0,Porphyry,Precambrian,63.7708333333,25.2338888889,siliciclastic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
12057.0,Porphyry,Mesozoic,50.6,-127.477777778,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
12663.0,Porphyry,Cenozoic,48.430248,18.769848,felsic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13126.0,VMS,Precambrian,63.6833333333,25.9833333333,siliciclastic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13132.0,VMS,Precambrian,62.4622222222,30.03,siliciclastic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13203.0,Sediment-Hosted,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
13473.0,Sediment-Hosted,Paleozoic,-35.0919444444,139.004722222,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13474.0,Sediment-Hosted,Precambrian,-32.0744438171387,138.279724121094,carbonate,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_agree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13477.0,Sediment-Hosted,Precambrian,-34.3472222222,138.917777778,carbonate,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13482.0,Sediment-Hosted,Precambrian,-10.9755555556,25.9002777778,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
13770.0,Porphyry,Unknown,40.5815094,45.790990633643,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13826.0,IOCG,Precambrian,28.015,75.775555555556,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
13841.0,Sediment-Hosted,Unknown,40.3236111111,-75.47,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13949.0,Sediment-Hosted,Precambrian,-12.379562748361,27.828448825423,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13955.0,VMS,Precambrian,65.065722605543,18.564164400013,metamorphic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
13958.0,IOCG,Unknown,-33.9758333333,137.689166667,metamorphic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
14050.0,VMS,Paleozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
14096.0,VMS,Mesozoic,24.273273850227,56.433540153503,other,other,pb,Basic plutonic rocks,mafic,resolved,high,glim_resolves_macrostrat_other,False,mafic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
14115.0,Porphyry,Cenozoic,19.0777777778,-102.031388889,volcanic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
14297.0,Magmatic sulfide,Precambrian,46.6511111111,-81.3777777778,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
14351.0,Sediment-Hosted,Precambrian,-11.513835,27.440574,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
14413.0,VMS,Paleozoic,67.132777777778,16.077222222222,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
14738.0,Sediment-Hosted,Paleozoic,-11.0163888889,25.2261111111,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
14752.0,VMS,Paleozoic,37.573056,-7.970833,carbonate,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
14853.0,VMS,Paleozoic,49.5980555556,-55.9411111111,mafic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15187.0,Porphyry,Precambrian,22.0166666667,80.7166666667,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15213.0,Porphyry,Cenozoic,6.0270953261096,116.65560699783,carbonate,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15217.0,Sediment-Hosted,Precambrian,-16.8794444444,30.15,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15806.0,VMS,Precambrian,49.8738888889,-90.9708333333,mafic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15930.0,Magmatic sulfide,Unknown,62.0086,32.6768,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15963.0,Porphyry,Precambrian,48.5225,-81.1163888889,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
15998.0,Sediment-Hosted,Paleozoic,-12.083470845877,26.426579394645,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16033.0,Porphyry,Mesozoic,42.601169444444,24.187177777778,metamorphic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16144.0,Sediment-Hosted,Precambrian,-12.513055555556,27.854166666667,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16242.0,Porphyry,Unknown,47.51152,-121.3498,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16397.0,Magmatic sulfide,Unknown,47.7083333333,-91.9416666667,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16404.0,Sediment-Hosted,Precambrian,-16.933055555556,30.15,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16510.0,Porphyry,Cenozoic,22.123619596776,95.03357505746,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
16722.0,Magmatic sulfide,Precambrian,46.5177777778,-81.0588888889,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16723.0,VMS,Paleozoic,47.5252777778,-66.4316666667,mafic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
16762.0,VMS,Paleozoic,-31.25874246,146.8696319,volcanic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
17046.0,IOCG,Paleozoic,19.2366666667,109.043333333,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
17053.0,Sediment-Hosted,Precambrian,-13.4608742,24.9932957,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
17055.0,VMS,Precambrian,65.230748903939,18.88184022886,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
17154.0,Sediment-Hosted,Unknown,-22.978311,17.077479,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
17175.0,Porphyry,Cenozoic,-5.2080348283979,141.13899815844,other,other,pi,Intermediate plutonic rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
17373.0,VMS,Paleozoic,33.5138888889,132.655555556,other,other,vb,Basic volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
17460.0,VMS,Precambrian,54.962555555556,-99.728194444444,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
17539.0,VMS,Mesozoic,15.55,-89.7166666667,other,other,pb,Basic plutonic rocks,mafic,resolved,high,glim_resolves_macrostrat_other,False,mafic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
17692.0,VMS,Paleozoic,-35.062222222222,149.57027777778,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
17816.0,Porphyry,Cenozoic,48.1975,-120.978888889,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
18255.0,Porphyry,Unknown,47.4966666667,-121.36,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
