Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Mindat_id,Macrostrat_raw_lithology,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_model_lithology
Porphyry,Unknown,9.36944444444,-82.9763888889,,206331,felsic,felsic,volcanic,volcanic
Porphyry,Precambrian,-28.053341290713,16.895548619208,1930.0,206332,metamorphic,metamorphic,volcanic,volcanic
Porphyry,Precambrian,-28.697125,17.887326,1800.0,206333,metamorphic,metamorphic,felsic,felsic
Porphyry,Unknown,23.7083333333,95.5166666667,,206334,other,other,mafic,mafic
Porphyry,Precambrian,49.845,-91.085,2500.0,206377,felsic,felsic,volcanic,volcanic
Porphyry,Precambrian,47.0430555556,-84.6152777778,1070.0,206378,mafic,mafic,volcanic,volcanic
Porphyry,Precambrian,48.2527777778,-79.0686111111,2700.0,206380,volcanic,volcanic,volcanic,volcanic
Porphyry,Precambrian,46.085,-60.3541666667,621.0,206381,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,62.3416666667,-136.691666667,,206382,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,62.7361111111,-138.829166667,73.66499999999999,206383,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,62.4166666667,-137.616666667,76.43,206384,felsic,felsic,other,other
Porphyry,Cenozoic,49.2555555556,-125.983333333,44.85,206394,felsic,felsic,other,other
Porphyry,Unknown,49.5125,-123.36777777778,,206395,volcanic,volcanic,other,other
Porphyry,Mesozoic,53.6811111111,-127.178055556,82.0,206396,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,57.06,-126.759444444,202.7,206397,volcanic,volcanic,other,other
Porphyry,Mesozoic,57.0058333333,-126.750833333,199.6,206398,volcanic,volcanic,siliciclastic,siliciclastic
Porphyry,Unknown,51.313333333333,-121.08888888889,,206399,mafic,mafic,other,other
Porphyry,Mesozoic,50.450727661956,-121.03843802177,197.0,206400,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,51.1044444444,-123.4,85.0,206402,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,57.3641666667,-130.990277778,220.0,206403,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,50.643333333333,-120.42444444444,,206419,felsic,felsic,other,other
Porphyry,Mesozoic,50.6141666667,-120.530833333,205.5,206420,mafic,mafic,volcanic,volcanic
Porphyry,Mesozoic,49.6483333333,-120.526111111,173.55,206423,volcanic,volcanic,other,other
Porphyry,Mesozoic,50.4941666667,-120.996666667,200.0,206425,felsic,felsic,felsic,felsic
Porphyry,Unknown,49.2933333333,-120.759444444,,206428,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Mesozoic,53.7583333333,-127.215,82.5,206429,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,49.8833333333,-117.366666667,183.0,206430,felsic,felsic,other,other
Porphyry,Mesozoic,58.4838888889,-129.107222222,186.0,206434,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,52.5180555556,-122.2875,210.0,206435,felsic,felsic,felsic,felsic
Porphyry,Unknown,50.430071782043,-120.99992603737,,206436,felsic,felsic,felsic,felsic
Porphyry,Unknown,54.852222222222,-127.68972222222,,206437,felsic,felsic,other,other
Porphyry,Mesozoic,52.5544444444,-121.641666667,202.0,206438,felsic,felsic,other,other
Porphyry,Mesozoic,53.6736111111,-127.056944444,84.0,206439,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,56.6666666667,-131.0925,195.0,206448,volcanic,volcanic,other,other
Porphyry,Mesozoic,53.535,-127.2375,86.0,206449,other,other,other,other
Porphyry,Unknown,58.253611111111,-129.82666666667,,206451,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,55.126128299635,-124.02642917616,185.5,206452,volcanic,volcanic,other,other
Porphyry,Cenozoic,54.809722222222,-126.89611111111,52.5,206453,volcanic,volcanic,other,other
Porphyry,Mesozoic,54.0166666667,-126.99,73.5,206454,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,55.915833333333,-125.51361111111,172.0,206455,felsic,felsic,other,other
Porphyry,Cenozoic,53.8036111111,-127.435,49.5,206456,felsic,felsic,felsic,felsic
Porphyry,Cenozoic,51.1333333333,-122.614166667,56.5,206458,siliciclastic,siliciclastic,other,other
Porphyry,Unknown,50.710555555556,-127.97222222222,,206459,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,57.736346377519,-129.75351309812,202.5,206460,volcanic,volcanic,other,other
Porphyry,Mesozoic,55.9269444444,-125.431111111,184.0,206462,felsic,felsic,other,other
Porphyry,Cenozoic,55.2477777778,-126.166388889,50.0,206464,carbonate,carbonate,felsic,felsic
Porphyry,Unknown,50.5833333333,-120.966666667,,206465,felsic,felsic,felsic,felsic
Porphyry,Unknown,49.148055555556,-117.33694444444,,206466,mafic,mafic,volcanic,volcanic
Porphyry,Mesozoic,57.2166666667,-126.716666667,250.0,206467,volcanic,volcanic,other,other
VMS,Paleozoic,49.198825,-56.157344444444,445.0,206690,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,0.333055555556,-78.5830555556,6.5,206850,other,other,felsic,felsic
Porphyry,Mesozoic,-3.6,-78.5,173.55,206851,other,other,carbonate,carbonate
Porphyry,Cenozoic,-1.56638888889,-79.1330555556,15.0,206852,other,other,felsic,felsic
Porphyry,Mesozoic,-3.78305555556,-78.6,173.55,206853,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,-4.33305555556,-80.0,14.15,206854,other,other,felsic,felsic
Porphyry,Cenozoic,-4.2,-79.5830555556,14.15,206855,other,other,volcanic,volcanic
Porphyry,Cenozoic,-2.93305555556,-79.4163888889,10.74,206856,other,other,felsic,felsic
Porphyry,Cenozoic,-3.58305555556,-79.3330555556,9.6,206858,other,other,volcanic,volcanic
Porphyry,Cenozoic,-3.05,-79.683333,19.3,206859,other,other,volcanic,volcanic
Porphyry,Cenozoic,-1.38305555556,-79.1163888889,20.0,206860,other,other,volcanic,volcanic
Porphyry,Mesozoic,-23.6897222222,150.629722222,246.0,206889,carbonate,carbonate,other,other
Porphyry,Mesozoic,-23.6,150.4,245.0,206890,felsic,felsic,other,other
Porphyry,Paleozoic,-20.5697222222,148.26,265.0,206892,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,-25.242444561942,151.6252116256,250.0,206893,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,-24.8072222222,150.872777778,235.0,206895,felsic,felsic,felsic,felsic
Porphyry,Paleozoic,-20.4244444444,146.778333333,285.0,206896,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,-23.6108333333,150.4575,250.0,206897,felsic,felsic,other,other
Porphyry,Mesozoic,-24.8163888889,151.366388889,235.0,206898,felsic,felsic,other,other
Porphyry,Mesozoic,-25.6434,151.8514,235.0,206900,mafic,mafic,metamorphic,metamorphic
Porphyry,Mesozoic,-24.6680555556,150.876111111,235.0,206901,mafic,mafic,felsic,felsic
Porphyry,Paleozoic,-18.2533333333,143.423333333,310.0,206902,felsic,felsic,other,other
Porphyry,Paleozoic,-20.5783333333,146.9775,285.0,206903,carbonate,carbonate,volcanic,volcanic
Porphyry,Unknown,-20.2,147.95,,206905,felsic,felsic,felsic,felsic
Porphyry,Unknown,-20.9166666667,148.0,,206906,siliciclastic,siliciclastic,siliciclastic,siliciclastic
Porphyry,Cenozoic,29.2705555556,61.5844444444,21.0,206908,other,other,other,other
Porphyry,Cenozoic,29.554444,64.504166,21.0,206910,other,other,volcanic,volcanic
Porphyry,Cenozoic,29.1225,62.194166,14.9,206911,other,other,other,other
Porphyry,Cenozoic,-11.6,-76.133333,7.5,206942,other,other,other,other
Porphyry,Cenozoic,-6.76138888889,-78.6055555556,10.5,206943,other,other,carbonate,carbonate
Porphyry,Cenozoic,-16.5455555556,-71.5525,57.0,206944,other,other,felsic,felsic
Porphyry,Cenozoic,-17.6813888889,-69.9005555556,60.65,206945,other,other,felsic,felsic
Porphyry,Cenozoic,-14.07164,-72.33606,35.6,206946,volcanic,volcanic,felsic,felsic
Porphyry,Cenozoic,-8.21527777778,-77.7713888889,15.3,206947,other,other,carbonate,carbonate
Porphyry,Cenozoic,-14.9797222222,-71.3063888889,38.0,206948,volcanic,volcanic,other,other
Porphyry,Unknown,-7.11777777778,-78.5752777778,,206949,other,other,carbonate,carbonate
Porphyry,Cenozoic,-14.4613888889,-72.9930555556,35.9,206950,other,other,felsic,felsic
Porphyry,Cenozoic,-14.1577777778,-73.1330555556,32.0,206951,volcanic,volcanic,carbonate,carbonate
Porphyry,Cenozoic,-15.6247222222,-70.9913888889,12.8,206952,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,-14.9519444444,-71.2625,31.0,206953,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,-14.181111,-72.348055,14.15,206956,volcanic,volcanic,other,other
Porphyry,Cenozoic,-14.96,-71.3463888889,36.2,206957,volcanic,volcanic,other,other
Porphyry,Mesozoic,-6.725,-78.6691666667,165.2,206958,other,other,volcanic,volcanic
Porphyry,Unknown,-13.6858333333,-75.0927777778,,206959,other,other,volcanic,volcanic
Porphyry,Unknown,-13.2344444444,-75.9163888889,,206960,other,other,felsic,felsic
Porphyry,Cenozoic,-8.775,-77.991666666667,14.7,206962,other,other,other,other
Porphyry,Unknown,-16.7733333333,-71.3575,,207056,other,other,other,other
Porphyry,Cenozoic,-6.35805555556,-79.1191666667,12.0,207057,other,other,other,other
Porphyry,Unknown,-12.9755555556,-76.1391666667,,207058,other,other,felsic,felsic
Porphyry,Cenozoic,-4.94416666667,-79.3080555556,16.0,207059,other,other,siliciclastic,siliciclastic
Porphyry,Unknown,-8.16666666667,-78.1833333333,,207060,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,-8.55944444444,-77.8963888889,12.8,207061,other,other,other,other
Porphyry,Unknown,-14.2,-74.45,,207062,volcanic,volcanic,volcanic,volcanic
Porphyry,Unknown,-14.1830555556,-75.1480555556,,207063,other,other,other,other
Porphyry,Cenozoic,-11.4794444444,-76.0841666667,7.0,207064,other,other,carbonate,carbonate
Porphyry,Unknown,-5.70444444444,-79.2805555556,,207065,other,other,volcanic,volcanic
Porphyry,Unknown,17.7666666667,121.233333333,,207164,other,other,other,other
Porphyry,Cenozoic,16.75,121.35,25.0,207165,other,other,other,other
Porphyry,Cenozoic,14.2333333333,122.733333333,19.5,207166,mafic,mafic,unknown,unknown
Porphyry,Cenozoic,15.0083333333,120.366666667,2.145,207167,mafic,mafic,volcanic,volcanic
Porphyry,Unknown,16.7333333333,120.766666667,,207169,other,other,felsic,felsic
Porphyry,Unknown,17.3,121.01,,207170,other,other,other,other
Porphyry,Unknown,16.75,120.7,,207172,other,other,other,other
Porphyry,Cenozoic,13.8,121.133333333,7.3,207174,other,other,other,other
Porphyry,Unknown,14.7666666667,121.316666667,,207175,volcanic,volcanic,other,other
Porphyry,Unknown,17.4,120.866666667,,207177,other,other,felsic,felsic
Porphyry,Cenozoic,14.9736111111,120.204166667,2.7,207179,other,other,mafic,mafic
Porphyry,Cenozoic,16.3205555556,121.291388889,23.2,207181,volcanic,volcanic,other,other
Porphyry,Cenozoic,-23.4277777778,-69.5113888889,57.1,207289,other,other,felsic,felsic
Porphyry,Cenozoic,-18.2897222222,-69.7213888889,14.15,207309,felsic,felsic,other,other
Porphyry,Cenozoic,-19.8666666667,-68.9666666667,36.0,207310,felsic,felsic,felsic,felsic
Porphyry,Cenozoic,6.1,116.466666667,8.0,207312,carbonate,carbonate,other,other
Porphyry,Cenozoic,27.1677777778,-109.019166667,60.0,207315,other,other,other,other
Porphyry,Cenozoic,28.4111111111,-109.802777778,56.95,207316,volcanic,volcanic,felsic,felsic
Porphyry,Cenozoic,30.4816666667,-109.7525,56.8,207317,felsic,felsic,felsic,felsic
Porphyry,Unknown,62.051111,-141.21805,,207355,carbonate,carbonate,other,other
IOCG,Unknown,67.516666666667,20.9,,207467,siliciclastic,siliciclastic,felsic,felsic
VMS,Precambrian,49.4530555556,-78.3525,2728.0,207910,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,49.6833333333,-78.95,3250.0,207911,metamorphic,metamorphic,other,other
Porphyry,Mesozoic,17.3333333333,101.5,230.0,208266,other,other,other,other
Porphyry,Mesozoic,17.5,101.666666667,230.0,208267,other,other,carbonate,carbonate
Porphyry,Mesozoic,18.1166666667,102.083333333,226.3,208268,other,other,volcanic,volcanic
Porphyry,Paleozoic,49.1333333333,103.65,308.5,208271,volcanic,volcanic,felsic,felsic
Porphyry,Paleozoic,45.7833333333,100.6,308.5,208273,other,other,other,other
Porphyry,Paleozoic,48.5833333333,97.7833333333,258.5,208275,other,other,other,other
Porphyry,Paleozoic,44.2333333333,108.033333333,308.5,208276,felsic,felsic,volcanic,volcanic
Porphyry,Unknown,44.5741666667,109.435555556,,208277,felsic,felsic,volcanic,volcanic
Porphyry,Paleozoic,44.1666666667,107.5,294.5,208279,felsic,felsic,other,other
Porphyry,Unknown,48.775,104.21126,,208280,other,other,carbonate,carbonate
Porphyry,Cenozoic,8.4875,-77.3211111111,48.0,208328,other,other,other,other
Porphyry,Cenozoic,7.05,-76.75,55.0,208330,metamorphic,metamorphic,other,other
Porphyry,Cenozoic,2.1,-76.8833333333,17.0,208331,metamorphic,metamorphic,siliciclastic,siliciclastic
Porphyry,Mesozoic,7.31666666667,-72.8666666667,144.0,208332,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Paleozoic,46.95157188965,79.864566853136,333.0,208333,other,other,volcanic,volcanic
Porphyry,Paleozoic,48.6833333333,73.7,308.5,208334,felsic,felsic,other,other
Porphyry,Paleozoic,51.7666666667,61.75,312.0,208335,felsic,felsic,siliciclastic,siliciclastic
Porphyry,Paleozoic,51.95,72.3333333333,445.0,208336,other,other,other,other
Porphyry,Unknown,53.0166666667,62.5666666667,,208337,other,other,other,other
Porphyry,Unknown,48.924797990484,58.673687628615,,208338,mafic,mafic,other,other
Porphyry,Paleozoic,44.45,78.4333333333,422.0,208339,volcanic,volcanic,other,other
Porphyry,Unknown,46.65,73.6333333333,,208340,felsic,felsic,other,other
Porphyry,Paleozoic,43.62,74.2666666667,400.5,208341,volcanic,volcanic,siliciclastic,siliciclastic
Porphyry,Cenozoic,49.368737,75.708303,43.0,208343,felsic,felsic,metamorphic,metamorphic
Porphyry,Paleozoic,50.1619444444,76.1619444444,292.0,208346,other,other,volcanic,volcanic
Porphyry,Paleozoic,47.5333333333,84.4166666667,312.5,208348,other,other,metamorphic,metamorphic
Porphyry,Paleozoic,48.2263888889,76.2719444444,308.5,208390,felsic,felsic,other,other
Porphyry,Paleozoic,47.1844444444,74.7113888889,319.05,208391,volcanic,volcanic,volcanic,volcanic
Porphyry,Paleozoic,52.8833333333,61.4166666667,301.0,208392,metamorphic,metamorphic,metamorphic,metamorphic
Porphyry,Unknown,47.5,75.1,,208393,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Unknown,46.6,74.4166666667,,208394,felsic,felsic,other,other
Porphyry,Unknown,46.2563888889,73.1983333333,,208396,felsic,felsic,carbonate,carbonate
Porphyry,Paleozoic,47.9166666667,79.3333333333,302.0,208397,felsic,felsic,volcanic,volcanic
Porphyry,Paleozoic,47.3833333333,75.2333333333,293.5,208398,other,other,felsic,felsic
Porphyry,Cenozoic,-6.88333320617676,146.449996948242,9.0,208474,volcanic,volcanic,metamorphic,metamorphic
Porphyry,Cenozoic,-5.75,145.166666667,7.0,208475,mafic,mafic,felsic,felsic
Porphyry,Precambrian,-5.71666666667,150.016666667,1886.0,208477,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,-5.98333333333,150.466666667,141.8,208478,other,other,volcanic,volcanic
Porphyry,Cenozoic,16.8583333333,120.783333333,1.35,208484,other,other,felsic,felsic
Porphyry,Cenozoic,16.3833333333,120.983333333,20.6,208930,other,other,other,other
Porphyry,Cenozoic,7.16666666667,125.991666667,10.65,208931,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,6.475,125.05,3.95,208932,volcanic,volcanic,other,other
Porphyry,Unknown,7.93333333333,123.3,,208933,other,other,other,other
Porphyry,Mesozoic,8.12222222222,126.381666667,94.5,208934,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,16.45,120.866666667,4.55,208935,other,other,other,other
Porphyry,Unknown,17.1666666667,120.733333333,,208936,other,other,other,other
Porphyry,Cenozoic,16.490278,120.65556,9.5,208937,other,other,felsic,felsic
VMS,Precambrian,48.9786111111,-87.375,2723.0,209445,mafic,mafic,mafic,mafic
Porphyry,Mesozoic,-3.65,-78.416667,156.2,209628,other,other,felsic,felsic
Porphyry,Mesozoic,-4.1155371964011,-78.583557670277,173.55,209836,other,other,felsic,felsic
Porphyry,Cenozoic,-1.66666666667,-79.15,27.0,209837,other,other,felsic,felsic
Porphyry,Cenozoic,29.1227777778,62.0788888889,11.55,209839,other,other,other,other
IOCG,Precambrian,-21.5489204585,140.497315894,1532.5,209868,felsic,felsic,metamorphic,metamorphic
VMS,Precambrian,45.8025,-71.2866666667,544.0,209909,volcanic,volcanic,volcanic,volcanic
Porphyry,Paleozoic,29.516666666667,88.566666666667,351.5,210060,felsic,felsic,felsic,felsic
Sediment-Hosted,Unknown,-17.1927777778,-46.8780555556,,210140,metamorphic,metamorphic,metamorphic,metamorphic
VMS,Precambrian,39.3391666667,97.9422222222,750.0,210265,volcanic,volcanic,other,other
VMS,Unknown,66.334072,14.083099,,210267,carbonate,carbonate,metamorphic,metamorphic
Magmatic sulfide,Precambrian,46.4927777778,-81.0688888889,1785.0,210332,felsic,felsic,volcanic,volcanic
IOCG,Precambrian,-20.7752777778,140.043888889,1532.5,210493,felsic,felsic,other,other
Sediment-Hosted,Precambrian,26.257930555556,102.46292222222,1500.0,211939,other,other,carbonate,carbonate
VMS,Cenozoic,41.2644444444,140.994444444,15.0,212179,volcanic,volcanic,volcanic,volcanic
Sediment-Hosted,Paleozoic,52.8838888889,-8.86055555556,340.0,212605,carbonate,carbonate,carbonate,carbonate
Sediment-Hosted,Precambrian,-16.9444444444,30.2958333333,1250.0,212969,metamorphic,metamorphic,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-17.2655555556,30.0444444444,1250.0,212971,volcanic,volcanic,metamorphic,metamorphic
VMS,Paleozoic,67.140521,16.138064,464.5,214669,volcanic,volcanic,metamorphic,metamorphic
VMS,Paleozoic,67.149939,16.004646,464.5,214670,carbonate,carbonate,metamorphic,metamorphic
VMS,Unknown,67.137544,16.114855,,214671,volcanic,volcanic,metamorphic,metamorphic
VMS,Paleozoic,67.119864,16.012537,470.0,214679,carbonate,carbonate,metamorphic,metamorphic
IOCG,Unknown,30.35,117.377222222,,216983,other,other,other,other
VMS,Paleozoic,-20.343977777778,145.76904444444,500.0,217008,siliciclastic,siliciclastic,other,other
VMS,Cenozoic,43.0083333333,140.658333333,14.15,217330,volcanic,volcanic,other,other
VMS,Unknown,41.1933333333,140.894444444,,217344,volcanic,volcanic,volcanic,volcanic
VMS,Cenozoic,37.3416666667,139.333333333,15.0,217350,volcanic,volcanic,other,other
VMS,Paleozoic,49.5080555556,-55.7197222222,464.5,220728,unknown,unknown,volcanic,volcanic
VMS,Mesozoic,18.881666666667,-70.245,122.5,222130,mafic,mafic,metamorphic,metamorphic
Porphyry,Unknown,-29.8394444444,152.371388889,,222961,carbonate,carbonate,other,other
VMS,Paleozoic,33.7963888889,133.252777778,360.0,224829,other,other,metamorphic,metamorphic
Magmatic sulfide,Precambrian,-25.742962,30.61667,2050.0,225030,volcanic,volcanic,carbonate,carbonate
Sediment-Hosted,Precambrian,34.2666666667,69.4,570.0,226441,carbonate,carbonate,metamorphic,metamorphic
Sediment-Hosted,Precambrian,34.3980555556,69.3055555556,570.0,226455,carbonate,carbonate,metamorphic,metamorphic
Sediment-Hosted,Precambrian,34.4069444444,69.2597222222,570.0,226456,carbonate,carbonate,other,other
Sediment-Hosted,Precambrian,34.4313888889,69.3786111111,570.0,226488,carbonate,carbonate,other,other
Sediment-Hosted,Precambrian,34.3158333333,69.3027777778,570.0,226501,carbonate,carbonate,other,other
Porphyry,Cenozoic,-4.7,141.783333333,13.0,226944,other,other,other,other
Porphyry,Paleozoic,-33.4292120574,148.800007394,416.0,227886,mafic,mafic,felsic,felsic
Porphyry,Paleozoic,-34.275393028984,148.84150783535,430.0,227904,felsic,felsic,volcanic,volcanic
Porphyry,Mesozoic,38.7816666667,-117.949722222,82.55,227973,felsic,felsic,other,other
Porphyry,Cenozoic,44.0288888889,-109.683055556,40.0,227974,felsic,felsic,other,other
Porphyry,Mesozoic,38.4919444444,-118.075,105.5,227976,volcanic,volcanic,siliciclastic,siliciclastic
Porphyry,Mesozoic,38.3333333333,-117.5,207.0,227979,mafic,mafic,other,other
Porphyry,Mesozoic,40.4166666667,-117.216666667,89.0,228007,felsic,felsic,volcanic,volcanic
Porphyry,Cenozoic,40.2666666667,-117.75,29.0,228008,felsic,felsic,volcanic,volcanic
Porphyry,Unknown,39.8,-115.15,,228015,other,other,other,other
Porphyry,Cenozoic,9.25833333333,125.523333333,3.95,228019,other,other,other,other
Porphyry,Unknown,7.54333333333,126.1,,228020,other,other,other,other
Porphyry,Cenozoic,18.25,-66.8166666667,42.0,228021,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,18.25,-66.4166666667,41.0,228022,volcanic,volcanic,other,other
Porphyry,Cenozoic,8.63333333333,-77.5666666667,49.0,228029,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,8.83333333333,-80.6666666667,32.5,228031,felsic,felsic,felsic,felsic
Porphyry,Mesozoic,57.1166666667,-131.345,212.0,228045,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,50.675,-127.858333333,170.0,228046,felsic,felsic,volcanic,volcanic
Porphyry,Paleozoic,-33.9666666667,147.416666667,452.5,228053,metamorphic,metamorphic,other,other
Porphyry,Unknown,50.5666666667,-121.0,,228066,felsic,felsic,felsic,felsic
Porphyry,Unknown,49.767777777778,-120.47472222222,,228067,mafic,mafic,volcanic,volcanic
Porphyry,Cenozoic,28.3861111111,-109.656944444,55.7,228088,felsic,felsic,volcanic,volcanic
Porphyry,Paleozoic,-32.7666666667,148.666666667,390.5,228106,mafic,mafic,other,other
Porphyry,Mesozoic,55.260555555556,-124.54305555556,188.5,228123,volcanic,volcanic,other,other
Porphyry,Mesozoic,49.163611111111,-121.02472222222,98.5,228124,siliciclastic,siliciclastic,siliciclastic,siliciclastic
Porphyry,Mesozoic,3.35,-75.0333333333,166.0,228128,volcanic,volcanic,volcanic,volcanic
Porphyry,Mesozoic,6.7,-76.5,171.0,228131,felsic,felsic,other,other
Sediment-Hosted,Mesozoic,32.200677777778,-6.2988888888889,120.0,228164,other,other,carbonate,carbonate
Sediment-Hosted,Precambrian,15.1666666667,-9.98333333333,560.0,228182,volcanic,volcanic,volcanic,volcanic
Sediment-Hosted,Precambrian,12.2666666667,-11.35,900.0,228184,other,other,volcanic,volcanic
Sediment-Hosted,Precambrian,-10.602738864377,26.134671612671,900.0,228186,other,other,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-10.609825464404,26.300497171316,900.0,228187,other,other,metamorphic,metamorphic
Sediment-Hosted,Mesozoic,-11.0833333333,14.0944444444,115.0,228191,metamorphic,metamorphic,carbonate,carbonate
Sediment-Hosted,Mesozoic,-12.5111111111,13.5166666667,115.0,228192,other,other,carbonate,carbonate
Sediment-Hosted,Precambrian,-12.0163888889,27.9005555556,900.0,228195,other,other,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-12.2752777778,27.9672222222,900.0,228202,other,other,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-12.92889211011,28.07190557013,900.0,228255,metamorphic,metamorphic,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-12.8544444444,28.2125,900.0,228257,volcanic,volcanic,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-20.5,26.5583333333,1926.0,228258,other,other,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-20.75,23.1,900.0,228259,other,other,other,other
Sediment-Hosted,Precambrian,-21.0833333333,26.75,900.0,228261,metamorphic,metamorphic,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-21.7280555556,21.6119444444,900.0,228263,volcanic,volcanic,metamorphic,metamorphic
Sediment-Hosted,Precambrian,-22.3833333333,18.5333333333,900.0,228264,volcanic,volcanic,metamorphic,metamorphic
Sediment-Hosted,Precambrian,66.5166666667,87.55,600.0,228282,carbonate,carbonate,carbonate,carbonate
Sediment-Hosted,Paleozoic,61.25,137.5,345.0,228308,carbonate,carbonate,carbonate,carbonate
Sediment-Hosted,Mesozoic,56.5,50.75,250.0,228326,siliciclastic,siliciclastic,other,other
Sediment-Hosted,Precambrian,56.4166666667,118.666666667,2000.0,228328,metamorphic,metamorphic,other,other
Sediment-Hosted,Paleozoic,55.5,103.75,480.0,228329,other,other,carbonate,carbonate
Sediment-Hosted,Precambrian,24.183333333333,102.16666666667,1500.0,228361,mafic,mafic,other,other
Sediment-Hosted,Mesozoic,25.998888888889,103.12055555556,70.0,228363,mafic,mafic,other,other
Sediment-Hosted,Mesozoic,23.75,103.58333333333,70.0,228364,other,other,volcanic,volcanic
Sediment-Hosted,Mesozoic,26.05,101.333333333,70.0,228365,other,other,siliciclastic,siliciclastic
Sediment-Hosted,Mesozoic,-38.85,-69.0,90.0,229581,other,other,siliciclastic,siliciclastic
IOCG,Unknown,32.516666666667,80.85,,229882,felsic,felsic,other,other
Porphyry,Paleozoic,43.866666666667,108.33333333333,370.4,230046,other,other,other,other
VMS,Paleozoic,37.500555555556,-6.0933333333333,326.35,230048,carbonate,carbonate,carbonate,carbonate
IOCG,Unknown,14.294551397102,122.64926851543,,230442,other,other,other,other
IOCG,Unknown,46.466666666667,90.1,,230718,other,other,carbonate,carbonate
VMS,Mesozoic,22.03,-80.15,145.0,231161,other,other,carbonate,carbonate
VMS,Paleozoic,64.85622,13.434215,464.5,231326,metamorphic,metamorphic,metamorphic,metamorphic
VMS,Unknown,50.6333333333,-117.4,,231677,carbonate,carbonate,carbonate,carbonate
Magmatic sulfide,Precambrian,-19.15,29.8,2700.0,231947,mafic,mafic,metamorphic,metamorphic
IOCG,Unknown,-15.2833333333,-75.1083333333,,232161,metamorphic,metamorphic,felsic,felsic
Magmatic sulfide,Paleozoic,42.5363888889,95.7016666667,268.35,232236,other,other,siliciclastic,siliciclastic
Porphyry,Cenozoic,25.516666666667,100.43333333333,32.5,232876,other,other,felsic,felsic
Magmatic sulfide,Unknown,41.839961111111,109.99635555556,,232939,other,other,other,other
IOCG,Unknown,-34.5302777778,137.870277778,,233025,metamorphic,metamorphic,other,other
Sediment-Hosted,Precambrian,70.513759246927,24.106634126953,1924.65,233347,mafic,mafic,unknown,unknown
VMS,Precambrian,48.302533333333,-79.055944444444,2700.0,233725,volcanic,volcanic,volcanic,volcanic
Porphyry,Cenozoic,46.225277777778,23.186388888889,14.15,236806,carbonate,carbonate,carbonate,carbonate
VMS,Mesozoic,41.807943359521,33.688893314322,173.0,237746,carbonate,carbonate,carbonate,carbonate
VMS,Mesozoic,41.805094059629,33.68852612482,173.0,237747,carbonate,carbonate,carbonate,carbonate
IOCG,Mesozoic,-12.698055555556,-76.6225,105.5,238301,other,other,other,other
Sediment-Hosted,Precambrian,-31.449280808735,137.17378686567,630.0,239423,carbonate,carbonate,siliciclastic,siliciclastic
VMS,Paleozoic,-37.004386111111,147.88663333333,430.0,239474,metamorphic,metamorphic,other,other
VMS,Paleozoic,-36.989305555556,147.91134444444,430.0,239475,metamorphic,metamorphic,other,other
VMS,Paleozoic,51.1444444444,-119.809444444,390.0,241607,metamorphic,metamorphic,metamorphic,metamorphic
IOCG,Unknown,-34.0558333333,137.614166667,,241797,felsic,felsic,other,other
