Mindat_id,latitude,longitude,litho_raw,litho_class,api_status
28724.0,36.6291666667,140.605555556,sedimentary rocks,other,ok
56379.0,33.9333333333,133.633333333,sedimentary rocks,other,ok
60100.0,-0.39,-78.925,sedimentary rocks,other,ok
60101.0,-0.925533,-79.061604,sedimentary rocks,other,ok
134605.0,24.1,101.683333333,sedimentary rocks,other,ok
135298.0,34.384781223876,100.11875336329,sedimentary rocks,other,ok
143888.0,42.35,113.433333333,intrusive igneous rocks,other,ok
144055.0,42.280555555556,89.5225,sedimentary rocks,other,ok
144272.0,47.3527777778,89.1983333333,sedimentary rocks,other,ok
144903.0,31.25,99.5666666667,sedimentary rocks,other,ok
145237.0,29.9333333333,120.5,sedimentary rocks,other,ok
146933.0,31.1844444444,99.5386111111,sedimentary rocks,other,ok
147151.0,28.4938888889,101.688888889,sedimentary rocks,other,ok
186441.0,31.5666666667,99.3,sedimentary rocks,other,ok
191851.0,35.4333333333,99.6833333333,sedimentary rocks,other,ok
192017.0,38.247394,100.02285,sedimentary rocks,other,ok
195124.0,31.868106326343,-8.1770946993493,sedimentary rocks; sedimentary,other,ok
204066.0,38.234867,-8.4652,sand; sedimentary rocks,other,ok
205423.0,45.7666666667,135.966666667,sedimentary rocks,other,ok
224829.0,33.7963888889,133.252777778,sedimentary rocks,other,ok
231161.0,22.03,-80.15,sedimentary; sedimentary rocks,other,ok
244626.0,50.5330555556,81.8755555556,sedimentary rocks,other,ok
248675.0,11.8004,125.2658,sedimentary rocks,other,ok
248677.0,8.0008,117.0493,sedimentary rocks,other,ok
251086.0,51.19784851042,82.196097169946,sedimentary rocks,other,ok
262768.0,54.302602637933,85.778760139051,sedimentary rocks,other,ok
289643.0,51.583055555556,81.593055555556,sedimentary rocks,other,ok
297488.0,50.933576265461,81.36501967907,sedimentary rocks,other,ok
297491.0,50.237526705976,82.350054234266,sedimentary rocks,other,ok
308438.0,49.240279126543,86.622313510478,sedimentary rocks,other,ok
332884.0,-4.9166666666667,-80.166666666667,intrusive igneous rocks,other,ok
333667.0,38.49834,67.65078,sedimentary rocks,other,ok
423314.0,34.140994,107.718021,intrusive igneous rocks,other,ok
424809.0,50.0,84.0,intrusive igneous rocks,other,ok
721.0,41.992858333333,110.12308055556,intrusive igneous rocks,other,ok
730.0,30.6986111111,101.909722222,sedimentary rocks,other,ok
8082.0,46.6333333333,-81.3833333333,granophyre; sedimentary; intrusive igneous rocks,other,ok
25759.0,56.33,-62.0952777778,sedimentary; sedimentary rocks,other,ok
48983.0,33.25,106.366666667,sedimentary rocks,other,ok
52166.0,38.4666666667,102.166666667,sedimentary rocks,other,ok
134599.0,22.8583333333,102.966666667,sedimentary rocks,other,ok
143633.0,43.3027777778,127.419444444,intrusive igneous rocks,other,ok
143648.0,42.8833333333,126.5,intrusive igneous rocks,other,ok
143685.0,43.1291666667,129.668055556,intrusive igneous rocks,other,ok
143975.0,46.7575,89.6763888889,sedimentary rocks,other,ok
144051.0,42.3367557,94.73407634,sedimentary rocks,other,ok
144069.0,42.25,94.1166666667,sedimentary rocks,other,ok
144070.0,42.15,94.2666666667,sedimentary rocks,other,ok
144071.0,42.29718102,94.60404525,sedimentary rocks,other,ok
144072.0,42.2166666667,94.6833333333,sedimentary rocks,other,ok
144073.0,42.39329096,94.58143114,sedimentary rocks,other,ok
144081.0,42.70423487,95.70082923,sedimentary rocks,other,ok
144083.0,41.92970185,94.98848499,sedimentary rocks,other,ok
144450.0,45.1277777778,131.344444444,sedimentary rocks,other,ok
147060.0,26.3166666667,102.083333333,sedimentary rocks,other,ok
147067.0,26.7952777778,101.575,sedimentary rocks,other,ok
155865.0,25.7833333333,101.9,sedimentary rocks,other,ok
185761.0,41.86751307,94.92629621,sedimentary rocks,other,ok
185767.0,40.21668356,91.51722021,sedimentary rocks,other,ok
192016.0,36.6,100.866666667,sedimentary rocks,other,ok
225646.0,25.75,100.25,sedimentary rocks,other,ok
232236.0,42.5363888889,95.7016666667,sedimentary rocks,other,ok
232939.0,41.839961111111,109.99635555556,intrusive igneous rocks,other,ok
254843.0,42.9333333333,82.3,intrusive igneous rocks,other,ok
260009.0,36.4930555556,93.3611111111,sedimentary rocks,other,ok
266410.0,56.316666666667,157.2,sedimentary rocks,other,ok
405074.0,42.145666701876,92.525142503803,sedimentary rocks,other,ok
433058.0,42.75511661,95.83086032,sedimentary rocks,other,ok
444013.0,42.014097081244,110.12197494507,intrusive igneous rocks,other,ok
13826.0,28.015,75.775555555556,sedimentary rocks,other,ok
